id,name,price,link,short_description,review_count,rating_average
144263565,"Chuột gaming không dây sạc pin Sidotech P6W cho game thủ chơi game chuyên nghiệp kết nối Wireless 2.4G không độ trễ, pin sạc sử dụng 30 ngày tương thích máy tính laptop window Mac OS - Hàng Chính Hãng",155000,https://tiki.vn/product-p144263565.html?spid=144263566, ƯU ĐIỂM NỔI BẬT- Thiết kế công thái học được nghiên cứu dựa trên trải nghiệm của các game thủ chuyên nghiệp- Nâng cấp pin lên 500mAh cho thời gian sử dụng lên đến hơn 1 tháng sau mỗi lần sạ...,23,4.6
195859462,Laptop Asus TUF Gaming F15 FX506HC i5-11400H/8GB/512GB/Win11 HN144W - Hàng chính hãng,19890000,https://tiki.vn/product-p195859462.html?spid=195859473,"Đặc điểm nổi bậtThiết kế mạnh mẽ, phong cách Gaming với vỏ bọc từ nhựa màu đen huyền bíVi xử lý Intel Core i5 11400H Gen 11 sức mạnh khủng chạy tốt mọi tựa gameỔ cứng SSD 512GB khởi động máy nhanh ...",0,0.0
205695243,Laptop MSI Gaming Katana GF66 11UC-698VN | I7 11800H | 8GB RAM | 512GB SSD | 15.6 inch FHD 144Hz | RTX3050 4GB | Win10 | Đen - Hàng Chính Hãng,21690000,https://tiki.vn/product-p205695243.html?spid=205695244," Lấy cảm hứng từ những thanh Katana, hình ảnh của dòng sản phẩm Katana GF mới được thiết kế bởi họa sĩ minh họa người Nhật Tsuyoshi Nagano, nổi tiếng với các tác phẩm được sử dụng trong dòng game “Ta...",0,0.0
186434258,Laptop HP Gaming VICTUS 16 d0200TX 4R0U2PA i7 11800H - Hàng chính hãng,26890000,https://tiki.vn/product-p186434258.html?spid=186434259,"Thiết kế đơn giản, mang âm hưởng từ dòng Omen cao cấp  Với vẻ ngoài vuông vắn cùng lớp sơn nhám Đen quen thuộc; HP Victus 16 dễ khiến người ta liên tưởng tới các sản phẩm Omen ở phân khúc cao cấp. N...",0,0.0
247656532,Laptop Asus TUF Gaming F15 i5-12450H/8GB/512GB/Win11 FX517ZC-HN077W - Hàng chính hãng,20990000,https://tiki.vn/product-p247656532.html?spid=247656533,"Đặc điểm nổi bậtThiết kế mạnh mẽ, phong cách chuẩn gaming cùng màu đen đầy cuốn hútMạnh mẽ, sẵn sàng “chiến” mọi tựa game với bộ vi xử lý Intel Core i5-12450HCard rời NVIDIA GeForce RTX 3050 cho đồ...",0,0.0
203293886,Laptop Dell Inspiron 3520 N5I5122W1 (Core i5 1235U/ 8GB/ 256GB SSD/ 15.6inch Full HD/ Windows 11 Home/ Black) - Hàng chính hãng,16579000,https://tiki.vn/product-p203293886.html?spid=204961416,"Laptop Dell Inspiron 3520 N5I5122W1 (Core i5 1235U/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa)Thiết kế hợp thời đại, trang bị phù hợp cùng bạn đi kh...",0,0.0
184627417,Máy tính xách tay Lenovo IdeaPad Gaming 3 R5-5600H | 8GB | 512GB | RTX 3050 - Hàng chính hãng,18490000,https://tiki.vn/product-p184627417.html?spid=184627434,Level the playing fieldĐã đến lúc nâng cao trải nghiệm game và esport của bạn vượt ra ngoài khái niệm “chỉ có thể chấp nhận được” với một chiếc PC nổi bật. Được thiết kế với bộ vi xử lý AMD thế hệ m...,0,0.0
205504855,Laptop gaming LENOVO IdeaPad 3 15IHU6 82K100KLVN i5-11300H|8G|512G|RTX3050Ti|Win11 - Hàng chính hãng,19990000,https://tiki.vn/product-p205504855.html?spid=205504856,"Thông số sản phẩm:CPU: Intel Core i5-11300H 2.6GHz up to 4.4GHz 8MBRAM: 8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)Ổ cứng: 512GB SSD M.2 2280 PCIe 3.0x4 NVMe (Còn trống 1 khe 2.5""...",0,0.0
244167244,Laptop Asus TUF Gaming A15 R5-4600H/8GB/512GB/Win11 FA506ICB-HN355W - Hàng chính hãng,18490000,https://tiki.vn/product-p244167244.html?spid=244167245,"Đặc điểm nổi bậtThiết kế mạnh mẽ, phong cách  với những đường cắt tinh tếCấu hình mạnh mẽ với chip AMD Ryzen 5 4600H, cân mọi tựa game kịch tínhCard rời NVIDIA GeForce RTX 3050 4GB, mang đến hiệu ứ...",0,0.0
229696672,Laptop Gaming Lenovo Legion 5 15ARH7 (82RE002VVN) (R5 6600H/8GB/512GB/RTX 3050 4GB/15.6 inch FHD/Win 11)- Hàng chính hãng,29990000,https://tiki.vn/product-p229696672.html?spid=229696673,"CPU: AMD Ryzen R5 6600H (6 nhân 12 luồng, 3.3GHz Upto 4.5GHz)RAM: 8GB SO-DIMM DDR5-4800 (2 khe, hỗ trợ tối đa 16GB)Ổ cứng: 512GB SSD M.2 2280 PCIe 4.0x4 NVMeVGA: NVIDIA GeForce RTX 3050 4GB GDDR6, ...",0,0.0
189386827,Laptop HP Pavilion 14-dv2035TU 6K771PA (i5-1235U | 8GB | 256GB | Intel Iris Xe Graphics | 14' FHD | Win 11) - Hàng Chính hãng,19220000,https://tiki.vn/product-p189386827.html?spid=192073066,"Thông số HP Pavilion 14-dv2035TU (6K771PA)CPUIntel Core i5-1235U 1.3GHz up to 4.4GHz 12MBRAM8GB (4x2) DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)Ổ cứng256 GB PCIe NVMe M.2 SSDCard đồ họ...",0,0.0
199049806,Laptop Asus TUF Gaming F15 FX507ZC-HN124W (Core i7-12700H/8GB/512GB/RTX 3050 4GB/15.6-inch FHD/Win 11/Jaeger Gray)-Hàng chính hãng,26990000,https://tiki.vn/product-p199049806.html?spid=207344738,"CPU: Intel Core i7-12700H (3.50 GHz upto 4.70 GHz, 24MB)RAM: 8GB DDR5-4800Mhz (2 khe, tối đa 32GB)Ổ cứng: 512GB M.2 NVMe PCIe 3.0 SSD + 1slost M2 PCIeVGA: NVIDIA GeForce RTX 3050 4GB GDDR6Màn hình: 15...",0,0.0
229703315,Laptop Gaming Lenovo Legion 5 15ARH7 (82RE0035VN) (R7 6800H/8GB/512GB/RTX 3050 4GB/15.6 inch FHD/Win 11/3Y)- Hàng chính hãng,30990000,https://tiki.vn/product-p229703315.html?spid=229703316,"CPU: AMD Ryzen R7 6800H (8 nhân 16 luồng, 3.2GHz Upto 4.7GHz)RAM: 8GB SO-DIMM DDR5-4800Ổ cứng: 512GB SSD M.2 2280 PCIe 4.0x4 NVMeVGA: NVIDIA GeForce RTX 3050 4GB GDDR6Màn hình: 15.6 inch FHD (1920...",0,0.0
202509709,Laptop Asus TUF Gaming F15 FX506LHB i5-10300H/8GB/512GB/Win11 HN188W - Hàng chính hãng,15990000,https://tiki.vn/product-p202509709.html?spid=202509710,Đặc điểm sản phẩmModel:HN188WMàu sắc:ĐenNhà sản xuất:AsusXuất xứ:Trung QuốcNăm ra mắt :2022Thời gian bảo hành:24 ThángĐịa điểm bảo hành:Nguyễn KimCPU:i5-10300HLoại CPU:10300HTốc ...,1,5.0
205509952,Laptop Lenovo IdeaPad Gaming 3 15ACH6 82K200T1VN R7 5800H|8GB|512GB|RTX 3050|Win11 - Hàng chính hãng,18990000,https://tiki.vn/product-p205509952.html?spid=205509953,"Thông số sản phẩm;Model Gaming 3 15ACH6 82K200T1VNBộ VXL Ryzen 7 5800H 3.3Ghz Up to 4.4Ghz-16MbCard đồ họa NVIDIA GeForce RTX 3050 4GB GDDR6, Boost Clock 1500 / 1635MHz, TGP 85WBộ nhớ 8Gb (Two DD...",0,0.0
136684907,"Tai Nghe Nhét Tai Chống Ồn Gaming XSmart G10 Cao Cấp Siêu Ngầu Dùng Cho Cả Máy Tính, Điện Thoại, Có Mic Rời, Tặng Bộ Phụ Kiện - Hàng Chính Hãng",194000,https://tiki.vn/product-p136684907.html?spid=166437976,""" Shop CAM KẾT CAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐƯỢC ĐỔI TRẢ THOẢI MÁISAU KHI NHẬN HÀNG BẠN CÓ THỂ THOẢI MÁI KIỂM TRA HÀNG, THỬ SẢN PHẨM NẾU CẢM THẤY KO ƯNG HAY LỖI HÃY LIÊN HỆ CHÚNG TÔI SẼ HOÀN TIỀN CHO...",16,5.0
227244926,Laptop Lenovo IdeaPad Gaming 3 15IAH7 82S900V3VN (Core i5-12500H/16GB/512GB/GeForce RTX 3050 4GB/15.6inch FHD/Windows 11/Glacier White/2Y)- Hàng chính hãng,23590000,https://tiki.vn/product-p227244926.html?spid=227244930,"CPU: Intel Core i5-12500H (3.30 GHz upto 4.50 GHz, 18MB)RAM: 16GB (2x 8GB) DDR4-3200MHz (2 khe)Ổ cứng: 512GB SSD M.2 2280 PCIe 3.0x4 NVMeVGA: NVIDIA GeForce RTX 3050 4GB GDDR6Màn hình: 15.6inch FH...",0,0.0
225918492,Laptop Dell Gaming G15 5525 R5H085W11GR3050 (Ryzen 5 6600H/8GB RAM/512GB SSD/RTX3050 4G/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám đen) Hàng chính hãng,24990000,https://tiki.vn/product-p225918492.html?spid=225918493,"CPU: AMD Ryzen R5-6600H (3.3GHz upto 4.5GHz, 19MB)RAM: 8GB DDR5 4800MHz ( 2 khe)Ổ cứng: 512GB SSD M.2 PCIe PCIE G4X4VGA: NVIDIA GeForce RTX 3050 4GB GDDR6Màn hình: 15.6-inch FHD (1920 x1080) 120Hz, 25...",0,0.0
249153321,Laptop MSI GF63 Thin i5-11400H/8GB/512GB/Win11 (11SC-664VN) - Hàng chính hãng,15990000,https://tiki.vn/product-p249153321.html?spid=249153322,"Đặc điểm nổi bậtNgoại hình cá tính, phong cách mạnh mẽ  với bàn phím tuyệt đẹpVi xử lý Intel Core i5-11400H hiệu năng mạnh mẽ, học tập tốt, chơi game mượtCard màn hình NVIDIAGeForceGTX 1650 Ti 4GB,...",0,0.0
244167364,Laptop Acer Aspire 7 Gaming R5-5625U/8GB/512GB/Win11 A715-43G-R8GA - Hàng chính hãng,17990000,https://tiki.vn/product-p244167364.html?spid=244167365,"Đặc điểm nổi bậtThuộc dòng , sở hữu thiết kế sang trọng và thanh lịchMàn hình IPS độ phân giải Full HD, hiển thị nội dung rõ ràng, sống độngTần số quét màn hình đến 144Hz, hạn chế hiện tượng lag và...",0,0.0
126890497,"Bộ bàn phím chuột XSmart kèm tai nghe gaming chụp tai, combo chơi game cho máy tính laptop pc K618+V8 tia sét+K3 - Hàng Chính Hãng",499000,https://tiki.vn/product-p126890497.html?spid=126890499," Shop CAM KẾT CAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐƯỢC ĐỔI TRẢ THOẢI MÁISAU KHI NHẬN HÀNG BẠN CÓ THỂ THOẢI MÁI KIỂM TRA HÀNG, THỬ SẢN PHẨM NẾU CẢM THẤY KO ƯNG HAY LỖI HÃY LIÊN HỆ CHÚNG TÔI SẼ HOÀN TIỀN CHO ...",4,4.8
189697602,Laptop gaming LENOVO IdeaPad 3 15ACH6 82K2010GVN R5-5600H|8G|512G|15.6FHD120Hz|RTX3050Ti|W11 - Hàng chính hãng,19490000,https://tiki.vn/product-p189697602.html?spid=189697603,"Thông số sản phẩm:CPU: AMD Ryzen 5 5600H 3.3GHz up to 4.2GHzRAM: 8GB (8x1) DDR4 3200MHz Ổ cứng: 512GB SSD M.2 2242 PCIe 3.0x4 NVMeCard đồ họa: NVIDIA GeForce RTX 3050Ti 4GB GDDR6Màn hình: 15.6"" F...",0,0.0
181483376,"Laptop Acer Nitro Gaming AN515-58-773Y i7 12700H/8GB/512GB/15.6""FHD/3050Ti 4GB/Win11 Hàng Chính Hãng",31999000,https://tiki.vn/product-p181483376.html?spid=191378117,"Laptop Acer Nitro 5 Tiger AN515 58 773YThông số kỹ thuật:CPU:Intel Core i7-12700H up to 4.7GHz, 25MB CacheRam:8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)Ổ cứng:512GB PCIe NVMe SED S...",0,0.0
250087780,"MSI Laptop GF63 Thin 11UC-1228VN |CPU Intel i7-11800H|Card GTX 3050|Ram 8GB|Bộ nhớ 512GB SSD|Màn hình 15.6"" FHD,144Hz [Hàng chính hãng]",21990000,https://tiki.vn/product-p250087780.html?spid=250087781,"SỨC MẠNH TỪ GTX 30 SERIESCard đồ họa GeForce GTX 3050 mang đến bước đột phá về hiệu năng đồ họa nhờ được trang bị kiến trúc NVIDIA Turing danh tiếng, mang tới tốc độ xử lí tuyệt hảo khi chạy các tựa ...",0,0.0
213565028,Laptop Acer Nitro 5 Tiger AN515-58-773Y (i7-12700H|8GB|512GB|GeForce RTX 3050Ti 4GB|15.6' FHD 144Hz) Hàng chính hãng,32990000,https://tiki.vn/product-p213565028.html?spid=213565031,"Thông số Acer Nitro 5 Tiger AN515-58-773Y• CPU Intel Core i7-12700H 3.6GHz up to 4.9GHz 24MB• RAM 8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)• Ổ cứng 512GB PCIe NVMe SED SSD (Còn trống 1...",0,0.0
208601090,Laptop Lenovo ThinkBook 15 G2 ITL i5 1135G7/8GB/512GB/Win11 (20VE00UNVN) - Hàng Chính Hãng,18990000,https://tiki.vn/product-p208601090.html?spid=208601092,"Thiết kế tinh tế đầy hiện đại của chiếc laptop Lenovo ThinkBook 15 G2 ITL i5 1135G7 (20VE00UNVN) cùng hiệu năng vượt trội được trang bị bên trong, là người cộng sự đắc lực cho tất cả mọi người trong c...",0,0.0
199522478,Laptop Asus ROG Strix G15 G513RC-HN090W (Ryzen 7-6800H/8GB/512GB/RTX 3050 4GB/15.6-inch FHD/Win 11/Electro Punk)-Hàng chính hãng,31990000,https://tiki.vn/product-p199522478.html?spid=252393091,CPU AMD Ryzen 7 6800H mới nhất được kết hợp với GPU máy tính xách tay lên đến NVIDIA 3050/3060/3070 mới nhất với TGP tối đa 150W kèm theo bộ chuyển mạch MUX đã chính thức tạo thành xương sống thực sự ...,0,0.0
151839034,"Laptop Gigabyte G5 i5 10500H/16GB/512GB/6GB RTX3060/15.6""F/144Hz/Win11/(KC-5S11130SB)/Đen - Hàng chính hãng",22900000,https://tiki.vn/product-p151839034.html?spid=193739304,"Gigabyte Gaming G5 i5 (KC-5S11130SB) thỏa mãn các game thủ với vẻ ngoài bắt mắt, hiện đại cùng hiệu năng đột phá đến từ bộ CPU Intel Gen 10 mạnh mẽ, hứa hẹn sẽ là một đồng đội cùng bạn chinh chiến trê...",0,0.0
142791368,Laptop Acer Gaming Aspire 7 A715-42G-R05G (NH.QAYSV.007) (R5 5500U/8GB RAM/512GB SSD/15.6 inch FHD 144Hz/GTX1650 4G/Win11/Đen) - Hàng chính hãng,17520000,https://tiki.vn/product-p142791368.html?spid=195986983,"CPU: AMD Ryzen 5-5500U (2.1GHz upto 4.0GHz, 8MB) RAM: 8GB khe rời DDR4 3200Mhz (2 khe, Nâng cấp tối đa 32GB) Ổ cứng: 512GB PCIe NVMe SSD cắm sẵn (nâng cấp tối đa 1TB SSD) VGA: NVIDIA GeForce...",0,0.0
213815283,Laptop HP Victus 16-e1102AX 7C139PA (R7-6800H | 16GB | 512GB | GeForce RTX 3050Ti 4GB | 16.1' FHD 144Hz | Win 11) Hàng chính hãng,31990000,https://tiki.vn/product-p213815283.html?spid=213815292,"THÔNG TIN SẢN PHẨMThông số HP Victus 16-e1102AX (7C139PA)• CPU AMD Ryzen 7 6800H 3.2GHz up to 4.7GHz 16MB• RAM 16GB (8x2) DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)• Ổ cứng 512 GB PCIe NVM...",0,0.0
180396082,"Laptop Lenovo ThinkBook 14s Yoga ITL i5 1135G7/16GB/512GB/14""F/Touch/Pen/Win11/(20WE007NVN)/Xám - Hàng chính hãng",20990000,https://tiki.vn/product-p180396082.html?spid=187643494,"Bạn đang tìm kiếm một chiếc laptop phù hợp với nhu cầu học tập - văn phòng, tự tin xử lý khối công việc hằng ngày cách mượt mà. Chiếc laptop Lenovo ThinkBook 14s Yoga ITL i5 1135G7 (20WE007NVN) là sự ...",0,0.0
248216066,Laptop MSI Gaming GF63 Thin 11UC-1228VN (i7-11800H/8GB RAM/512GB SSD/RTX3050 4GB/15.6 inch FHD 144Hz/Win11/Đen) - Hàng Chính Hãng,19980000,https://tiki.vn/product-p248216066.html?spid=248216067,Thông số kỹ thuật chi tiết Laptop MSI Gaming GF63 Thin (11UC-1228VN) (i7-11800H/8GB RAM/512GB SSD/RTX3050 4GB/15.6 inch FHD 144Hz/Win11/Đen)Mô tả chi tiếtHãng sản xuấtMSIChủng loạiGF...,0,0.0
208302969,Laptop HP Victus 16-e1106AX (7C0T1PA) (R5-6600H | 8GB | 512GB | GeForce RTX 3050Ti 4GB | 16.1' FHD 144Hz | Win 11) - Hàng Chính Hãng,24990000,https://tiki.vn/product-p208302969.html?spid=208302970,THÔNG SỐ KỸ THUẬTDòng CPURyzen 5Công nghệ CPUAMD Ryzen 5Mã CPU6600HTốc độ CPU3.3 GHzTần số turbo tối đaUp to 4.3 GHzSố lõi CPU6Số luồng12Bộ nhớ đệm16Mb CacheDung lượng RAM8GbLo...,0,0.0
215098231,Laptop Gigabyte AORUS 15 XE4-73VNB14GH i7-12700H|16GB|GeForce RTX 3070Ti 8GB Hàng chính hãng,57990000,https://tiki.vn/product-p215098231.html?spid=215098237,"Thông số Gigabyte AORUS 15 XE4-73VNB14GHCPU Intel Core i7-12700H 3.6GHz up to 4.9GHz 25MBRAM 16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)Ổ cứng 1TB SSD M.2 PCIE G4X4 (2 Slots)Card...",0,0.0
203016308,Laptop Gigabyte G5 ME-51VN263SH (i5-12500H | 8GB | 512GB | GeForce RTX 3050Ti 4GB | 15.6′ FHD 144Hz | Win 11) - Hàng Chính Hãng,26490000,https://tiki.vn/product-p203016308.html?spid=203016310," Thông số kỹ thuật: CPU: Intel Core i5-12500H (2.5GHz~4.5GHz), 12 Cores, 16 Threads (4P + 8E), 18 MB Intel Smart Cache RAM: 8GB (1x8GB) DDR4-3200Mhz (2 khe ram, nâng cấp tối đa 64GB RAM)Ổ cứng: 51...",0,0.0
225917288,Laptop HP 240 G9 6L1Y4PA i7-1255U | 8GB | 256GB | 14' FHD | W11 Hàng chính hãng,21190000,https://tiki.vn/product-p225917288.html?spid=225917290,"THÔNG TIN SẢN PHẨMThông số HP 240 G9 (6L1Y4PA)• CPU Intel Core i7-1255U 1.7GHz up to 4.7GHz 12MB• RAM 8GB (1x8) DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)• Ổ cứng 256 GB PCIe NVMe SSD• Ca...",0,0.0
190358982," Laptop Lenovo IdeaPad Gaming 3 15ACH6, R5 5600H, 8GB, 512GB SSD, GTX1650 4GB, 15.6"" FHD 250nits 120Hz, 2Y WTY_82K201BBVN_ Hàng chính hãng",17690000,https://tiki.vn/product-p190358982.html?spid=197621547,"Thông số kỹ thuật: CPU: AMD Ryzen 5 5600HHệ điều hành: Windows 11 SL 64 BitRAM: DDR4 8GB (1 x 8GB) 3200MHz; 2 slots, up to 16GBGPU: Geforce GTX 1650 4GBMàn hình: 15.6"" FHD (1920×1080) IPS 250nit...",0,0.0
208303313,Laptop HP Victus 15-fa0110TX (7C0R3PA) (i7-12700H | 8GB | 512GB | GeForce RTX 3050 4GB | 15.6' FHD 144Hz | Win 11) - Hàng Chính Hãng,28990000,https://tiki.vn/product-p208303313.html?spid=208303314,"Thông số HP Victus 15-fa0110TX (7C0R3PA)CPUIntel Core i7-12700H 2.3GHz up to 4.7GHz 24MBRAM8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)Ổ cứng512GB SSD M.2 2280 PCIe 4.0x4 NVMe T...",0,0.0
208174851,Laptop HP Victus 16-d1191TX 7C0S5PA (i5-12500H | 16GB | 512GB | GeForce RTX 3050Ti 4GB | 16.1' FHD 144Hz | Win 11) Hàng chính hãng,25390000,https://tiki.vn/product-p208174851.html?spid=208174852,"THÔNG TIN SẢN PHẨMThông số HP Victus 16-d1191TX (7C0S5PA)• CPU Intel Core i5-12500H 2.5GHz up to 4.5GHz 18MB• RAM 16GB (8x2) DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)• Ổ cứng 512 GB PCIe ...",0,0.0
249384191,"MSI Laptop GF63 Thin 11SC-664VN |CPU Intel i5-11400H|Card GTX 1650|Ram 8GB|Bộ nhớ 512GB SSD|Màn hình 15.6"" FHD,144Hz [Hàng chính hãng]",16990000,https://tiki.vn/product-p249384191.html?spid=249384192,"SỨC MẠNH TỪ GTX 16 SERIESCard đồ họa GeForce GTX 1650 mang đến bước đột phá về hiệu năng đồ họa nhờ được trang bị kiến trúc NVIDIA Turing danh tiếng, mang tới tốc độ xử lí tuyệt hảo khi chạy các tựa ...",0,0.0
192729512,"Laptop Dell Vostro 5620 i5 1240P/16GB/512GB/16""F/OfficeHS/Win11/(70282719)/Xám - Hàng chính hãng",23297000,https://tiki.vn/product-p192729512.html?spid=203293171,"Laptop Dell Vostro 5620 i5 (70282719) sẽ là đối thủ đáng gờm trong phân khúc laptop học tập - văn phòng nhờ ngoại hình thời thượng, sang trọng kết hợp với hiệu năng mạnh mẽ đến từ con chip Intel Gen 1...",0,0.0
199582488,Laptop Asus ROG Strix G15 G513RC-HN038W (R7-6800H/8GB/512GB/RTX 3050 4GB/15.6-inch FHD/Win 11/Eclipse Gray)-Hàng chính hãng,27490000,https://tiki.vn/product-p199582488.html?spid=207344960,"CPU: AMD Ryzen 7-6800H (3.2GHz up to 4.7GHz, 16MB Cache)RAM: 8GB DDR5-4800Mhz (2x SO-DIMM slots)Ổ cứng: 512GB M.2 NVMe PCIe 4.0 SSDVGA: NVIDIA GeForce RTX 3050 4GB GDDR6Màn hình: 15.6-inch FHD (19...",0,0.0
186139798,Laptop HP Victus 16-d0293TX 5Z9R4PA (i5-11400H|512GB|3050Ti 4GB|16.1' FHD 144Hz) Hàng chính hãng,21390000,https://tiki.vn/product-p186139798.html?spid=186139799,"Thông số HP Victus 16-d0293TX (5Z9R4PA)• CPU Intel Core i5-11400H 2.7GHz up to 4.5GHz 12MB• RAM 8GB (4x2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)• Ổ cứng 512 GB PCIe NVMe TLC M.2 SSD (Cò...",0,0.0
